Tree	Order	Start X	Start Y	Start Z	End X	End Y	End Z	Point Type	Length(µm)	Length To Beginning 	Start Diameter(µm)	End Diameter(µm)	Avg Diameter(µm)	Surface Area(µm²)	Volume(µm³)	Spines	None Spine	Thin Spine	Stubby Spine	Mushroom Spine	Filopodia Spine	Branched Spine	Detached Spine	Other Spine
1	1	8.39	-7.98	-2.43	8.37	-9.34	-2.93	CP	1.4	1.4	1.2	1.2	1.2	5.59970	1.72191	0	0	0	0	0	0	0	0	0
1	1	8.37	-9.34	-2.93	8.07	-10.81	-2.77	CP	1.5	3.0	1.2	0.8	1.0	4.90320	1.26161	0	0	0	0	0	0	0	0	0
1	1	8.07	-10.81	-2.77	7.84	-11.95	-3.65	CP	1.5	4.4	0.8	0.8	0.8	3.75696	0.770178	0	0	0	0	0	0	0	0	0
1	1	7.84	-11.95	-3.65	7.80	-13.58	-4.75	CP	2.0	6.4	0.8	1.7	1.3	7.97803	2.55215	0	0	0	0	0	0	0	0	0
1	1	7.80	-13.58	-4.75	7.32	-14.94	-5.54	CP	1.6	8.0	1.7	1.7	1.7	8.78234	3.73249	0	0	0	0	0	0	0	0	0
1	1	7.32	-14.94	-5.54	7.57	-16.20	-5.52	CP	1.3	9.3	1.7	1.4	1.6	6.36898	2.49281	0	0	0	0	0	0	0	0	0
1	1	7.57	-16.20	-5.52	7.69	-17.18	-5.79	CP	1.0	10.3	1.4	1.2	1.3	4.31541	1.43571	0	0	0	0	0	0	0	0	0
1	1	7.69	-17.18	-5.79	8.01	-18.40	-5.46	EP	1.3	11.6	1.2	0.9	1.1	4.43396	1.19149	0	0	0	0	0	0	0	0	0
2	1	-11.94	5.70	-8.04	-13.40	5.80	-8.04	CP	1.5	1.5	3.5	3.5	3.5	16.0912	14.0798	0	0	0	0	0	0	0	0	0
2	1	-13.40	5.80	-8.04	-14.42	6.21	-8.04	CP	1.1	2.6	3.5	2.9	3.2	11.4604	8.89394	0	0	0	0	0	0	0	0	0
2	1	-14.42	6.21	-8.04	-15.45	6.21	-8.04	CP	1.0	3.6	2.9	2.9	2.9	9.36875	6.77997	0	0	0	0	0	0	0	0	0
2	1	-15.45	6.21	-8.04	-16.48	6.01	-8.04	CP	1.0	4.6	2.9	2.9	2.9	9.49328	6.83516	0	0	0	0	0	0	0	0	0
2	1	-16.48	6.01	-8.04	-17.51	6.21	-8.04	CP	1.0	5.7	2.9	2.9	2.9	9.49329	6.83517	0	0	0	0	0	0	0	0	0
2	1	-17.51	6.21	-8.04	-18.54	6.42	-8.04	CP	1.1	6.7	2.9	2.8	2.8	9.38564	6.65943	0	0	0	0	0	0	0	0	0
2	1	-18.54	6.42	-8.04	-19.57	7.04	-8.04	CP	1.2	7.9	2.8	2.8	2.8	10.5751	7.40260	0	0	0	0	0	0	0	0	0
2	1	-19.57	7.04	-8.04	-20.60	7.45	-8.04	CP	1.1	9.1	2.8	2.8	2.8	9.75178	6.82625	0	0	0	0	0	0	0	0	0
2	1	-20.60	7.45	-8.04	-21.63	7.66	-8.04	CP	1.1	10.1	2.8	2.7	2.7	9.06332	6.19928	0	0	0	0	0	0	0	0	0
2	1	-21.63	7.66	-8.04	-22.66	7.66	-8.04	CP	1.0	11.1	2.7	2.5	2.6	8.37548	5.36689	0	0	0	0	0	0	0	0	0
2	1	-22.66	7.66	-8.04	-23.69	7.66	-8.04	CP	1.0	12.2	2.5	2.5	2.5	7.99253	4.93539	0	0	0	0	0	0	0	0	0
2	1	-23.69	7.66	-8.04	-24.30	7.86	-8.04	CP	0.6	12.8	2.5	2.5	2.5	5.01297	3.11350	0	0	0	0	0	0	0	0	0
2	1	-24.30	7.86	-8.04	-25.21	8.22	-9.24	CP	1.5	14.4	2.5	2.2	2.3	11.4853	6.72531	0	0	0	0	0	0	0	0	0
2	1	-25.21	8.22	-9.24	-26.00	8.69	-10.56	CP	1.6	16.0	2.2	2.1	2.2	10.8943	5.86786	0	0	0	0	0	0	0	0	0
2	1	-26.00	8.69	-10.56	-26.84	8.82	-10.65	CP	0.9	16.8	2.1	2.2	2.2	5.77967	3.10354	0	0	0	0	0	0	0	0	0
2	1	-26.84	8.82	-10.65	-27.20	9.12	-11.52	CP	1.0	17.8	2.2	2.1	2.1	6.66597	3.57145	0	0	0	0	0	0	0	0	0
2	1	-27.20	9.12	-11.52	-28.32	9.16	-11.54	BP	1.1	18.9	2.1	2.3	2.2	7.77781	4.26381	0	0	0	0	0	0	0	0	0
2	2	-28.32	9.16	-11.54	-29.40	10.60	-12.49	CP	2.0	21.0	2.3	1.5	1.9	12.3812	5.85595	0	0	0	0	0	0	0	0	0
2	2	-29.40	10.60	-12.49	-30.89	10.95	-12.06	CP	1.6	22.6	1.5	1.3	1.4	7.05357	2.48578	0	0	0	0	0	0	0	0	0
2	2	-30.89	10.95	-12.06	-31.92	11.15	-12.06	CP	1.0	23.6	1.3	1.1	1.2	4.02498	1.21954	0	0	0	0	0	0	0	0	0
2	2	-31.92	11.15	-12.06	-32.95	11.57	-13.40	CP	1.7	25.3	1.1	0.9	1.0	5.56148	1.41324	0	0	0	0	0	0	0	0	0
2	2	-32.95	11.57	-13.40	-33.98	11.77	-13.40	CP	1.0	26.4	0.9	0.9	0.9	2.91883	0.645768	0	0	0	0	0	0	0	0	0
2	2	-33.98	11.77	-13.40	-35.01	12.18	-13.40	CP	1.1	27.5	0.9	0.9	0.9	2.96036	0.629076	0	0	0	0	0	0	0	0	0
2	2	-35.01	12.18	-13.40	-36.04	12.39	-13.40	CP	1.1	28.6	0.9	0.9	0.9	2.80706	0.596499	0	0	0	0	0	0	0	0	0
2	2	-36.04	12.39	-13.40	-37.06	12.80	-13.40	CP	1.1	29.7	0.9	1.3	1.0	3.68582	0.963413	0	0	0	0	0	0	0	0	0
2	2	-37.06	12.80	-13.40	-38.09	13.01	-13.40	CP	1.1	30.7	1.3	1.3	1.3	4.12801	1.29000	0	0	0	0	0	0	0	0	0
2	2	-38.09	13.01	-13.40	-39.12	13.21	-13.40	CP	1.0	31.8	1.3	1.3	1.3	4.12034	1.28761	0	0	0	0	0	0	0	0	0
2	2	-39.12	13.21	-13.40	-40.15	13.62	-13.40	CP	1.1	32.9	1.3	1.5	1.4	4.77951	1.62614	0	0	0	0	0	0	0	0	0
2	2	-40.15	13.62	-13.40	-41.18	14.24	-14.74	CP	1.8	34.7	1.5	1.5	1.5	8.37036	3.09703	0	0	0	0	0	0	0	0	0
2	2	-41.18	14.24	-14.74	-42.21	14.65	-14.74	CP	1.1	35.8	1.5	1.4	1.4	4.98543	1.78121	0	0	0	0	0	0	0	0	0
2	2	-42.21	14.65	-14.74	-43.24	15.06	-14.74	CP	1.1	36.9	1.4	1.4	1.4	4.80625	1.65815	0	0	0	0	0	0	0	0	0
2	2	-43.24	15.06	-14.74	-44.27	15.06	-14.74	CP	1.0	37.9	1.4	1.0	1.2	3.95506	1.18289	0	0	0	0	0	0	0	0	0
2	2	-44.27	15.06	-14.74	-45.30	15.27	-16.08	CP	1.7	39.6	1.0	0.9	1.0	5.21945	1.27293	0	0	0	0	0	0	0	0	0
2	2	-45.30	15.27	-16.08	-46.33	15.68	-16.08	CP	1.1	40.7	0.9	0.9	0.9	3.20416	0.736957	0	0	0	0	0	0	0	0	0
2	2	-46.33	15.68	-16.08	-47.36	16.09	-16.08	CP	1.1	41.8	0.9	0.9	0.9	3.20415	0.736955	0	0	0	0	0	0	0	0	0
2	2	-47.36	16.09	-16.08	-48.38	16.71	-16.08	CP	1.2	43.0	0.9	0.9	0.9	3.44996	0.793492	0	0	0	0	0	0	0	0	0
2	2	-48.38	16.71	-16.08	-49.00	16.92	-16.08	CP	0.7	43.7	0.9	0.9	0.9	1.89196	0.435152	0	0	0	0	0	0	0	0	0
2	2	-49.00	16.92	-16.08	-50.03	17.33	-16.08	CP	1.1	44.8	0.9	0.6	0.8	2.75417	0.541833	0	0	0	0	0	0	0	0	0
2	2	-50.03	17.33	-16.08	-51.06	17.74	-16.08	CP	1.1	45.9	0.6	0.6	0.6	2.26381	0.367869	0	0	0	0	0	0	0	0	0
2	2	-51.06	17.74	-16.08	-52.09	18.15	-16.08	CP	1.1	47.0	0.6	0.9	0.8	2.75417	0.541833	0	0	0	0	0	0	0	0	0
2	2	-52.09	18.15	-16.08	-52.94	18.29	-16.08	BP	0.9	47.9	0.9	0.9	0.9	2.48982	0.572659	0	0	0	0	0	0	0	0	0
2	3	-52.94	18.29	-16.08	-54.77	19.39	-18.76	CP	3.4	51.3	0.9	1.2	1.1	11.4203	3.04143	0	0	0	0	0	0	0	0	0
2	3	-54.77	19.39	-18.76	-55.79	20.00	-18.76	CP	1.2	52.5	1.2	1.2	1.2	4.48049	1.34415	0	0	0	0	0	0	0	0	0
2	3	-55.79	20.00	-18.76	-56.82	20.62	-18.76	CP	1.2	53.7	1.2	1.2	1.2	4.53221	1.35966	0	0	0	0	0	0	0	0	0
2	3	-56.82	20.62	-18.76	-57.85	21.24	-18.76	CP	1.2	54.9	1.2	1.2	1.2	4.53221	1.35966	0	0	0	0	0	0	0	0	0
2	3	-57.85	21.24	-18.76	-58.68	22.06	-18.76	CP	1.2	56.0	1.2	0.7	1.0	3.62391	0.878364	0	0	0	0	0	0	0	0	0
2	3	-58.68	22.06	-18.76	-59.70	22.68	-18.76	CP	1.2	57.2	0.7	0.7	0.7	2.77497	0.513370	0	0	0	0	0	0	0	0	0
2	3	-59.70	22.68	-18.76	-60.53	23.91	-18.76	CP	1.5	58.7	0.7	0.7	0.7	3.44961	0.638178	0	0	0	0	0	0	0	0	0
2	3	-60.53	23.91	-18.76	-61.15	24.94	-20.10	CP	1.8	60.5	0.7	1.0	0.9	5.02147	1.11732	0	0	0	0	0	0	0	0	0
